participant_id;session_id;participant_type;team_name;team_code;sport;birth_year;age_2026;gender;location;coach_interviewed;question_key;response_text;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q6_Athlete;Through the training, since it is more efficient,;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q7_Athlete;Yes, kind of;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q8_Athlete;It's all about the app, so yes;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q9_Athlete;It is not really fair;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q10_Athlete;Yeah, me too, I sold a pair of basketball shoes.;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q11_Athlete;Yeah, I feel the same, because I don't personally know anybody, but there is probably a lot of people that;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q12_Athlete;Yess;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q13_Athlete;Yeah, I agree, if you get a lot of people, if everybody starts to post, there should be a lot of equipment, and that is gonna bring even more people into this community. Yes, then the tokens could not get circulated, and also possible scams;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q1_Athlete;Motivated;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q2_Athlete;Yes;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q3_Athlete;Yeah, it's good;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q4_Athlete;Sport tee shirts like shorts;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q5_Athlete;probably my shirts and shoes;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q6_Athlete;through the app;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q7_Athlete;Yeah, like a reward for trading;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q8_Athlete;does not matter;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q9_Athlete;I don't know, to be honest;
T3_A01;T3;athlete;Uppsala Basketball P10;UBP-P10;Basketball;2010;15;Male;Uppsala, Sweden;yes;Q10_Athlete;Sometimes we switch shoes;
